customer_id,total_orders,total_spend,avg_order_value,purchase_frequency,unique_books,total_order_lines,avg_shipping_cost,preferred_shipping,recency_days,churn
835,2,81.19,13.531666666666666,6,6,6,18.2,Express,16,0
837,4,52.62,10.524000000000001,5,5,5,21.98,International,92,0
838,3,60.24999999999999,10.041666666666666,6,6,6,8.9,Express,59,0
839,7,137.89,9.849285714285715,14,14,14,13.785714285714286,Express,67,0
841,3,50.730000000000004,8.455,6,6,6,16.7,International,452,1
842,6,110.45,11.045,10,10,10,8.9,Priority,349,1
843,5,87.22,9.69111111111111,9,9,9,12.033333333333333,Standard,33,0
844,3,67.22,11.203333333333333,6,6,6,6.900000000000001,Standard,256,1
845,7,131.59,11.962727272727271,11,11,11,12.063636363636363,Priority,142,0
846,3,50.730000000000004,10.146,5,5,5,13.34,Standard,596,1
847,7,195.78,11.516470588235293,17,17,17,8.370588235294118,Standard,301,1
848,4,54.019999999999996,9.003333333333336,6,6,6,13.6,International,50,0
849,1,18.07,18.07,1,1,1,11.9,Express,168,0
850,5,38.22,4.7775,8,8,8,11.3,Standard,70,0
851,2,58.33,11.666,5,5,5,15.14,Priority,98,0
852,5,117.25,9.01923076923077,13,12,13,11.623076923076923,Standard,75,0
853,7,161.01,8.945,18,18,18,6.566666666666666,Standard,282,1
854,2,47.41,11.8525,4,4,4,15.2,International,147,0
855,6,117.67,10.697272727272729,11,11,11,17.954545454545453,International,180,0
856,10,192.2,9.609999999999998,20,20,20,12.14,Priority,92,0
857,7,171.62,10.09529411764706,17,17,17,10.382352941176471,Standard,25,0
858,4,86.95,10.868749999999999,8,8,8,11.15,Express,473,1
859,10,197.05,8.95681818181818,22,22,22,11.9,Standard,69,0
860,5,110.08,9.173333333333332,12,12,12,7.400000000000001,Priority,19,0
861,1,37.1,12.366666666666667,3,3,3,5.900000000000001,Standard,945,1
862,3,76.88,10.982857142857144,7,7,7,16.87142857142857,Express,122,0
863,4,132.66,12.06,12,12,12,16.75,International,85,0
864,2,32.629999999999995,10.876666666666667,3,3,3,7.900000000000001,Priority,531,1
865,5,41.31,5.16375,8,8,8,15.875,Express,34,0
866,1,25.43,8.476666666666665,3,3,3,5.900000000000001,Standard,653,1
867,2,30.85,15.425,2,2,2,16.7,International,578,1
868,3,42.300000000000004,6.042857142857144,7,7,7,17.814285714285713,International,406,1
869,6,138.04,9.86,14,14,14,11.557142857142859,Express,63,0
870,9,188.19,11.069999999999999,17,17,17,12.535294117647059,Express,168,0
871,4,73.99,8.22111111111111,9,9,9,9.9,Express,320,1
872,4,47.33,6.7614285714285725,7,7,7,14.642857142857142,Express,1,0
873,5,99.1,9.00909090909091,12,12,12,15.4,International,504,1
874,1,28.880000000000003,14.440000000000001,2,2,2,24.5,International,711,1
875,5,73.44999999999999,10.492857142857142,7,7,7,14.214285714285714,Priority,52,0
876,2,54.050000000000004,9.008333333333333,6,6,6,15.200000000000001,International,276,1
877,4,47.22,6.7457142857142856,7,7,7,10.700000000000001,Priority,165,0
878,5,114.32000000000001,11.432,10,10,10,12.02,Priority,185,1
879,4,129.43,12.943000000000001,10,10,10,8.3,Priority,31,0
880,6,100.96,9.178181818181818,11,11,11,12.881818181818183,International,183,1
881,3,55.34,11.068000000000001,5,5,5,11.3,Express,171,0
882,2,21.75,7.25,3,3,3,20.3,International,206,1
883,2,48.34,12.085,4,4,4,18.2,Express,768,1
884,2,27.020000000000003,6.755000000000001,4,4,4,24.5,International,877,1
885,1,2.3,2.3,1,1,1,24.5,International,867,1
886,5,132.59,11.049166666666666,12,12,12,16.2,International,666,1
887,8,123.96,9.535384615384615,13,13,13,12.453846153846154,Express,159,0
888,2,26.91,8.97,3,3,3,8.9,Priority,283,1
889,8,132.83,10.217692307692309,14,14,14,14.685714285714285,Express,58,0
890,7,159.8,10.653333333333332,15,15,15,8.1,Priority,27,0
891,5,91.32,9.132,10,10,10,13.280000000000001,Standard,310,1
892,3,84.25999999999999,14.043333333333335,6,6,6,14.1,Express,151,0
893,5,103.3,11.47777777777778,9,9,9,24.5,International,10,0
894,3,46.72,7.786666666666666,6,6,6,8.4,Priority,164,0
896,6,92.45,9.245000000000001,10,10,10,12.02,Priority,287,1
897,5,107.13,7.652142857142858,14,14,14,16.442857142857143,Express,33,0
898,1,29.9,14.95,2,2,2,8.9,Priority,120,0
899,3,81.13,11.59,7,7,7,15.5,Express,325,1
900,10,193.9,9.694999999999999,20,20,20,15.559999999999999,Express,1,0
901,5,88.07,9.785555555555554,9,9,9,13.033333333333333,Priority,179,0
902,1,2.05,2.05,1,1,1,8.9,Priority,988,1
903,3,66.49,11.081666666666665,6,6,6,24.5,International,19,0
904,2,54.75,10.95,5,5,5,24.5,International,570,1
905,4,86.07000000000001,10.75875,8,8,8,12.05,Priority,1,0
906,3,65.85,9.407142857142857,7,7,7,8.9,Priority,73,0
907,4,86.96,8.696,10,10,10,9.5,Priority,366,1
908,4,44.12,8.824,5,5,5,14.419999999999998,Express,217,1
909,8,147.5,8.676470588235293,17,17,17,11.123529411764705,Priority,319,1
910,7,159.93,11.42357142857143,14,14,14,14.299999999999999,International,345,1
911,7,161.9,10.793333333333333,15,15,15,10.180000000000001,Priority,34,0
912,2,15.139999999999999,5.046666666666666,3,3,3,12.1,Standard,598,1
913,1,36.04,18.02,2,2,2,24.5,International,32,0
914,4,92.85000000000001,10.316666666666666,9,9,9,7.566666666666667,Standard,20,0
915,5,88.5,8.85,10,10,10,13.219999999999999,Express,216,1
916,2,37.4,9.350000000000001,4,4,4,24.5,International,506,1
917,1,27.9,9.299999999999999,3,3,3,8.9,Priority,785,1
918,2,36.22,9.055,4,4,4,18.2,Express,410,1
919,1,3.74,3.74,1,1,1,11.9,Express,397,1
920,6,106.73,9.702727272727271,11,11,11,11.19090909090909,Standard,98,0
921,1,6.79,6.79,1,1,1,24.5,International,579,1
922,5,63.19,6.319,10,10,10,9.2,Express,69,0
923,2,42.5,14.166666666666666,3,3,3,12.1,Standard,595,1
924,4,79.92,7.991999999999999,10,10,10,16.34,Express,218,1
925,5,108.87,9.897272727272728,11,11,11,8.9,Express,386,1
926,2,51.42,10.284,5,5,5,10.7,Express,479,1
927,4,76.22,9.5275,8,8,8,9.275,Priority,584,1
928,7,151.75,10.839285714285714,14,14,14,16.228571428571428,International,145,0
929,4,117.25,13.027777777777779,9,9,9,11.033333333333335,Standard,424,1
930,4,84.78,8.478,10,10,10,16.1,International,51,0
931,2,24.43,12.215,2,2,2,5.9,Standard,136,0
932,2,45.36,11.34,4,4,4,8.9,Priority,330,1
933,1,38.14,19.07,2,2,2,8.9,Priority,53,0
934,3,74.64,14.928,5,5,5,12.02,Priority,389,1
935,4,84.33,10.54125,8,8,8,13.175,Priority,456,1
936,2,22.41,7.47,3,3,3,24.5,International,645,1
937,5,84.75,10.59375,8,8,8,12.725,Express,7,0
938,7,97.54,8.128333333333336,12,12,12,14.049999999999999,Express,115,0
939,6,103.13,11.458888888888888,9,9,9,9.566666666666668,Express,88,0
940,3,46.62,7.77,6,6,6,9.9,Priority,230,1
941,8,187.31,10.406111111111112,18,18,18,16.866666666666667,International,61,0
942,9,129.34,8.08375,16,16,16,10.7,Standard,26,0
943,2,42.739999999999995,8.547999999999998,5,5,5,5.9,Standard,396,1
944,2,33.63,11.21,3,3,3,10.9,Express,206,1
945,5,80.17,10.021249999999998,8,8,8,10.85,Priority,82,0
946,4,123.62,10.301666666666664,12,12,12,14.6,International,133,0
947,3,91.53,15.255,6,6,6,10.0,Standard,660,1
948,4,43.28,6.182857142857143,7,7,7,12.928571428571429,International,220,1
949,1,19.19,9.595,2,2,2,11.9,Express,848,1
950,3,81.87,10.23375,8,8,8,7.025,Standard,541,1
951,2,37.019999999999996,9.255,4,4,4,5.9,Standard,31,0
952,1,16.33,16.33,1,1,1,8.9,Priority,92,0
953,6,52.33,6.541250000000001,9,9,9,10.633333333333333,Express,255,1
954,5,112.0,9.333333333333334,12,12,12,16.150000000000002,International,236,1
955,2,19.0,6.333333333333333,3,3,3,18.3,International,715,1
956,1,31.15,15.575,2,2,2,5.9,Standard,1058,1
957,2,58.96,11.792,5,5,5,24.5,International,587,1
958,1,33.69,8.4225,4,4,4,8.9,Priority,354,1
959,5,71.35,7.135,10,10,10,18.86,International,181,1
960,3,90.82000000000001,11.3525,8,8,8,19.775,International,78,0
961,3,57.519999999999996,9.586666666666666,6,6,6,14.1,Priority,418,1
962,1,26.98,8.993333333333334,3,3,3,8.9,Priority,928,1
963,3,64.13,9.161428571428571,7,7,7,8.471428571428572,Standard,469,1
964,1,27.029999999999998,9.01,3,3,3,11.9,Express,523,1
965,2,49.49,9.898,5,5,5,10.1,Priority,84,0
966,6,113.93,11.393,10,10,10,16.64,Express,0,0
967,4,86.21,9.578888888888889,9,9,9,17.566666666666666,International,118,0
968,4,71.49,8.936250000000001,8,8,8,14.3,Express,363,1
969,7,138.63,9.242,15,15,15,9.5,Priority,93,0
970,5,62.7,10.45,6,6,6,12.0,Express,151,0
971,1,23.57,7.8566666666666665,3,3,3,24.5,International,18,0
972,5,107.45,11.938888888888888,9,9,9,10.633333333333333,Express,171,0
973,6,133.56,11.13,12,12,12,15.15,International,432,1
974,5,123.3,9.484615384615385,13,13,13,10.053846153846155,Express,89,0
975,1,23.39,11.695,2,2,2,5.9,Standard,769,1
976,5,87.95,14.658333333333333,6,6,6,11.5,Express,44,0
977,3,72.74000000000001,10.391428571428571,7,7,7,8.9,Priority,2,0
978,6,122.11999999999999,9.393846153846154,13,13,13,6.823076923076924,Standard,27,0
980,9,206.03,10.3015,20,20,20,14.180000000000001,Express,38,0
981,1,13.73,6.865,2,2,2,8.9,Priority,866,1
982,2,33.19,11.063333333333333,3,3,3,8.9,Priority,156,0
983,3,84.88,8.488,10,10,10,11.0,Express,683,1
984,9,124.66,8.904285714285713,14,14,14,10.914285714285715,Standard,281,1
985,2,17.71,5.903333333333333,3,3,3,20.3,International,136,0
986,3,87.4,12.485714285714284,7,7,7,11.214285714285714,Standard,28,0
987,1,7.02,7.02,1,1,1,11.9,Express,652,1
988,2,27.56,9.186666666666666,3,3,3,9.9,Express,344,1
989,2,31.759999999999998,10.586666666666668,3,3,3,14.1,Priority,640,1
990,4,33.11,6.622,5,5,5,13.219999999999999,Express,81,0
991,3,47.7,9.54,5,5,5,10.82,Priority,253,1
992,1,23.0,11.5,2,2,2,8.9,Priority,900,1
993,2,53.78,13.445,4,4,4,8.9,Priority,645,1
994,3,40.959999999999994,8.192,5,5,5,10.82,Standard,588,1
995,10,223.98,10.665714285714287,21,21,21,9.185714285714287,Express,165,0
996,3,77.85,11.12142857142857,7,7,7,15.585714285714285,Priority,535,1
997,2,14.379999999999999,4.793333333333333,3,3,3,18.3,International,9,0
998,1,10.5,5.25,2,2,2,8.9,Priority,993,1
999,3,49.89,9.978,5,5,5,21.98,International,446,1
1000,5,105.8,10.58,10,10,10,13.52,Express,73,0
1001,5,116.28999999999999,10.57181818181818,11,11,11,13.700000000000001,Priority,71,0
1002,2,7.54,3.77,2,2,2,5.9,Standard,521,1
1003,1,11.8,11.8,1,1,1,5.9,Standard,218,1
1004,2,33.99,8.4975,4,4,4,18.2,Express,951,1
1005,5,89.56,9.95111111111111,9,9,9,11.700000000000001,Standard,49,0
1006,4,86.49,12.355714285714287,7,7,7,13.87142857142857,Standard,132,0
1007,2,37.769999999999996,12.589999999999998,3,3,3,19.3,International,424,1
1008,2,64.41,12.882,5,5,5,17.06,International,779,1
1009,1,15.83,7.915,2,2,2,5.9,Standard,340,1
1010,3,62.620000000000005,8.945714285714285,7,7,7,15.585714285714285,International,132,0
1011,1,18.380000000000003,9.190000000000001,2,2,2,24.5,International,619,1
1012,3,76.86,8.54,9,9,9,14.766666666666667,Priority,267,1
1013,2,46.15,11.5375,4,4,4,24.5,International,1,0
1014,3,29.56,4.926666666666667,6,6,6,20.3,International,226,1
1015,2,36.88,7.376,5,5,5,10.7,Express,361,1
1016,4,66.34,8.2925,8,8,8,7.4,Standard,105,0
1017,4,103.49,10.349,10,10,10,14.48,Express,258,1
1018,1,20.55,10.275,2,2,2,24.5,International,77,0
1019,6,83.94,8.394,10,10,10,17.96,International,36,0
1020,9,155.04,11.074285714285717,14,14,14,9.842857142857143,Standard,4,0
1021,2,36.06,9.015,4,4,4,24.5,International,45,0
1022,3,82.68,13.78,6,6,6,21.400000000000002,International,457,1
1023,5,106.32,10.632,10,10,10,9.92,Standard,44,0
1024,5,80.35,10.04375,8,8,8,11.15,Express,3,0
1025,3,61.32,10.22,6,6,6,5.900000000000001,Standard,57,0
1026,8,169.11,9.94764705882353,17,17,17,12.923529411764706,Express,19,0
1027,5,86.48,8.648,10,10,10,10.7,Express,74,0
1028,10,185.03,10.279444444444445,18,18,18,11.333333333333334,Priority,67,0
1029,4,68.27,8.53375,8,8,8,12.8,Express,606,1
1030,2,28.259999999999998,5.652,5,5,5,8.3,Standard,261,1
1031,5,76.18,8.464444444444444,9,9,9,8.9,Priority,307,1
1032,2,63.26,12.652000000000001,5,5,5,10.1,Priority,221,1
1033,5,198.0,14.142857142857142,14,14,14,11.814285714285715,Standard,61,0
1034,4,71.81,7.978888888888889,9,9,9,20.366666666666667,International,787,1
1035,3,49.12,9.824,5,5,5,9.5,Express,799,1
1036,3,37.72,7.544,5,5,5,19.46,International,146,0
1037,5,99.5,9.95,10,10,10,20.419999999999998,International,442,1
1038,1,5.52,5.52,1,1,1,11.9,Express,1025,1
1039,4,80.63,8.95888888888889,9,9,9,14.100000000000001,Express,264,1
1040,11,178.15,7.745652173913043,23,23,23,12.682608695652174,Priority,54,0
1041,2,66.56,11.093333333333334,6,6,6,18.2,Express,90,0
1042,4,69.95,6.995,10,10,10,13.580000000000002,Priority,105,0
1043,6,99.7,8.308333333333332,12,12,12,14.35,Priority,49,0
1044,1,23.240000000000002,11.620000000000001,2,2,2,24.5,International,596,1
1045,5,87.68,9.742222222222221,9,9,9,15.433333333333334,Express,433,1
1046,4,84.42,14.069999999999999,6,6,6,13.1,Standard,283,1
1047,3,77.74000000000001,12.956666666666669,6,6,6,14.1,Express,508,1
1048,2,48.43,8.071666666666667,6,6,6,7.400000000000001,Priority,668,1
1049,5,121.25999999999999,10.104999999999999,12,12,12,11.5,Express,31,0
1050,3,58.03,8.29,7,7,7,11.214285714285714,Standard,732,1
1051,3,43.57,7.261666666666667,6,6,6,7.900000000000001,Priority,524,1
1052,2,35.47,8.8675,4,4,4,11.9,Express,199,1
1053,1,27.53,13.765,2,2,2,5.9,Standard,202,1
1054,2,25.4,6.35,4,4,4,18.2,Express,231,1
1055,4,54.83,9.138333333333334,6,6,6,10.5,Priority,523,1
1056,5,129.47,9.95923076923077,13,13,13,20.207692307692305,International,212,1
1057,3,18.299999999999997,4.575,4,4,4,10.4,Express,187,1
1058,1,20.39,10.195,2,2,2,8.9,Priority,994,1
1059,1,37.33,12.443333333333333,3,3,3,8.9,Priority,249,1
1060,6,120.29,8.019333333333332,15,15,15,14.9,Express,92,0
1061,1,8.23,4.115,2,2,2,11.9,Express,426,1
1062,6,170.54,12.18142857142857,14,14,14,13.357142857142858,Express,9,0
1063,5,59.67,8.524285714285714,7,7,7,11.042857142857143,Express,31,0
1064,7,81.87,6.822500000000001,12,12,12,13.299999999999999,Express,5,0
1065,1,34.78,8.695,4,4,4,24.5,International,40,0
1066,6,133.95,11.1625,12,12,12,17.5,International,511,1
1067,7,201.32,12.5825,16,16,16,9.9125,Standard,41,0
1068,2,16.01,8.005,2,2,2,10.4,Express,577,1
1069,10,245.04,10.209999999999999,24,24,24,12.825000000000001,Priority,6,0
1070,2,44.83,11.2075,4,4,4,11.15,Express,939,1
1071,3,51.720000000000006,8.620000000000001,6,6,6,13.1,International,55,0
1072,6,138.96,9.925714285714287,14,14,14,12.242857142857144,Priority,2,0
1073,8,166.21,11.080666666666666,15,15,15,11.780000000000001,Priority,130,0
1074,2,8.8,4.4,2,2,2,16.7,International,82,0
1075,5,143.43,13.039090909090909,11,11,11,11.518181818181818,Standard,359,1
1076,8,149.74,10.695714285714287,14,14,14,14.471428571428572,International,36,0
1077,3,52.55,10.51,5,5,5,20.78,International,463,1
1078,1,13.86,13.86,1,1,1,24.5,International,1072,1
1079,4,94.53,8.593636363636362,11,11,11,20.245454545454546,International,11,0
1080,4,74.53,10.647142857142857,7,7,7,14.642857142857142,Express,404,1
1081,1,15.25,7.625,2,2,2,5.9,Standard,116,0
1082,1,25.700000000000003,12.850000000000001,2,2,2,5.9,Standard,720,1
1083,5,96.28,8.752727272727272,11,11,11,17.681818181818183,International,150,0
1084,14,348.37,11.237741935483873,31,31,31,14.416129032258064,Express,51,0
1085,1,6.33,3.165,2,2,2,5.9,Standard,628,1
1086,12,226.88,11.344,20,20,20,10.91,Express,110,0
1087,1,8.68,4.34,2,2,2,8.9,Priority,1073,1
1088,5,130.23,11.839090909090912,11,11,11,15.445454545454545,International,208,1
1089,2,26.29,13.145,2,2,2,7.4,Priority,350,1
1090,2,42.05,14.016666666666666,3,3,3,10.9,Express,479,1
1091,2,49.3,12.325,4,4,4,7.4,Priority,341,1
1092,2,28.049999999999997,7.0125,4,4,4,15.2,International,611,1
1093,3,52.790000000000006,13.197500000000002,4,4,4,6.65,Standard,713,1
1094,1,15.44,7.72,2,2,2,24.5,International,372,1
1095,3,80.06,13.343333333333334,6,6,6,14.1,Express,697,1
1096,6,136.84,11.403333333333334,12,12,12,17.75,International,370,1
1097,3,68.35,11.391666666666666,6,6,6,18.3,International,24,0
1098,6,160.7,11.47857142857143,14,14,14,12.885714285714286,Priority,304,1
1099,2,34.83,8.7075,4,4,4,10.4,Express,340,1
1100,6,114.55,10.413636363636364,11,11,11,15.445454545454545,International,403,1
1101,5,112.69,11.269,10,10,10,8.9,Express,181,1
1102,1,16.64,5.546666666666667,3,3,3,24.5,International,1071,1
1103,6,158.31,9.894375,17,17,17,10.205882352941176,Standard,474,1
1104,4,55.48,6.9350000000000005,8,8,8,12.8,Express,105,0
1105,2,47.47,11.8675,4,4,4,24.5,International,569,1
1106,3,53.230000000000004,8.871666666666668,6,6,6,8.4,Priority,762,1
1107,6,120.43,9.263846153846155,13,13,13,13.423076923076923,Priority,195,1
1108,1,14.510000000000002,7.255000000000001,2,2,2,24.5,International,206,1
1109,5,151.63,12.635833333333332,12,12,12,9.15,Priority,256,1
1110,1,20.05,10.025,2,2,2,11.9,Express,67,0
1111,3,39.69,6.615000000000001,6,6,6,7.900000000000001,Priority,156,0
1112,6,89.1,8.91,10,10,10,13.940000000000001,Standard,120,0
1113,9,236.41,10.745909090909093,22,22,22,13.454545454545455,Standard,4,0
1114,2,60.86,12.172,5,5,5,9.5,Express,614,1
1115,5,111.33,10.12090909090909,11,11,11,15.172727272727274,International,46,0
1116,2,26.87,6.717499999999999,4,4,4,7.4,Priority,626,1
1118,3,52.07,10.414,5,5,5,10.82,Priority,0,0
1119,2,24.29,12.145,2,2,2,8.9,Express,15,0
1120,3,93.98,13.425714285714287,7,7,7,11.042857142857143,Express,435,1
1121,4,123.78,13.753333333333334,9,9,9,17.566666666666666,International,22,0
1122,3,61.02,12.203999999999999,5,5,5,6.5,Standard,340,1
1123,3,52.400000000000006,10.48,5,5,5,16.34,Express,409,1
1124,3,48.53,8.088333333333333,6,6,6,16.099999999999998,Express,241,1
1125,1,23.310000000000002,11.655000000000001,2,2,2,8.9,Priority,87,0
1126,4,111.50999999999999,11.151,10,10,10,12.98,Priority,127,0
1127,9,224.13,13.184117647058823,17,17,17,14.052941176470588,International,41,0
1128,2,85.57,14.261666666666665,6,6,6,7.900000000000001,Priority,366,1
1129,3,67.69,11.281666666666666,6,6,6,10.4,Express,106,0
1130,5,115.95,9.6625,12,12,12,10.65,Express,229,1
1131,5,113.67,11.366999999999999,10,10,10,15.5,International,323,1
1132,2,15.57,3.1140000000000003,5,5,5,8.3,Standard,511,1
1133,9,185.27,10.29277777777778,19,19,19,14.521052631578947,International,76,0
1134,3,88.09,11.01125,8,8,8,15.5,International,265,1
1135,10,170.61,8.124285714285715,21,21,21,14.385714285714286,Priority,37,0
1136,2,30.18,7.545,4,4,4,10.4,Express,691,1
1137,8,171.87,9.548333333333332,18,18,18,16.366666666666667,International,336,1
1138,2,34.83,11.61,3,3,3,8.9,Priority,76,0
1139,2,43.199999999999996,6.171428571428571,7,7,7,8.471428571428572,Standard,403,1
1140,6,102.09,10.209,10,10,10,14.48,Express,54,0
1141,2,50.72,12.68,4,4,4,7.4,Priority,804,1
1142,3,42.870000000000005,8.574,5,5,5,8.9,Express,89,0
1143,2,40.019999999999996,13.339999999999998,3,3,3,10.9,Express,156,0
1144,3,78.46000000000001,13.076666666666668,6,6,6,16.2,International,116,0
1145,7,155.08,9.692499999999999,16,16,16,16.2875,International,59,0
1146,4,70.12,8.765,8,8,8,13.175,Priority,141,0
1147,4,80.58,8.058,10,10,10,8.9,Express,199,1
1148,7,203.94,11.33,18,18,18,20.333333333333332,International,139,0
1149,4,61.660000000000004,10.276666666666666,6,6,6,8.9,Priority,47,0
1150,3,72.73,10.39,7,7,7,15.585714285714285,Priority,13,0
1151,4,87.86,12.551428571428573,7,7,7,16.95714285714286,International,357,1
1152,2,46.85,15.616666666666667,3,3,3,14.1,Priority,49,0
1153,5,85.71,8.570999999999998,10,10,10,11.059999999999999,Express,311,1
1154,4,89.19,11.14875,8,8,8,16.7,International,274,1
1155,3,54.75,9.125,6,6,6,10.4,Express,204,1
1156,2,49.42,9.883999999999999,5,5,5,7.7,Priority,234,1
1157,1,29.42,14.71,2,2,2,11.9,Express,223,1
1158,4,58.13,7.266249999999999,8,8,8,10.85,Priority,149,0
1159,3,65.89999999999999,9.414285714285715,7,7,7,8.042857142857143,Priority,78,0
1160,4,73.85,12.308333333333332,6,6,6,17.2,International,383,1
1161,7,185.0,10.882352941176471,17,17,17,11.299999999999999,Standard,105,0
1162,2,30.29,6.058,5,5,5,7.7,Priority,42,0
1163,8,201.32,10.066,20,20,20,18.56,International,6,0
1164,2,18.51,9.255,2,2,2,16.7,International,1064,1
1165,2,38.489999999999995,9.6225,4,4,4,7.4,Priority,152,0
1166,2,39.11,7.822,5,5,5,18.259999999999998,International,6,0
1167,8,94.78999999999999,6.770714285714284,15,15,15,17.02,International,43,0
1168,7,109.67,7.833571428571429,14,14,14,11.12857142857143,Priority,137,0
1169,1,43.04,14.346666666666666,3,3,3,8.9,Priority,496,1
1170,3,75.83,10.832857142857142,7,7,7,8.042857142857143,Priority,316,1
1171,4,69.42,13.884,5,5,5,7.7,Priority,178,0
1172,2,56.519999999999996,11.303999999999998,5,5,5,5.9,Standard,12,0
1173,4,67.76,11.293333333333335,6,6,6,13.1,International,120,0
1174,3,104.09,20.817999999999998,6,6,6,8.9,Priority,92,0
1175,3,62.94,8.991428571428571,7,7,7,14.728571428571428,International,170,0
1176,3,79.02000000000001,11.288571428571428,7,7,7,8.471428571428572,Standard,340,1
1177,3,41.94,8.388,5,5,5,7.7,Priority,232,1
1178,7,140.1,9.34,15,15,15,13.860000000000001,Express,54,0
1179,3,57.46,8.208571428571428,7,7,7,21.842857142857145,International,529,1
1180,5,137.17000000000002,11.430833333333334,12,12,12,8.15,Priority,94,0
1181,3,93.73,10.414444444444445,9,9,9,9.233333333333334,Express,204,1
1183,3,89.91,12.844285714285714,7,7,7,8.9,Priority,953,1
1184,3,64.82,12.963999999999999,5,5,5,20.78,International,443,1
1185,6,108.28,8.329230769230769,13,13,13,16.792307692307695,International,260,1
1186,3,61.62,8.802857142857142,7,7,7,20.042857142857144,International,240,1
1187,3,68.30000000000001,11.383333333333335,6,6,6,12.6,Standard,282,1
1188,4,54.129999999999995,9.021666666666668,6,6,6,18.2,Express,192,1
1189,11,184.63,9.717368421052633,19,19,19,16.44736842105263,International,34,0
1190,2,64.05,10.674999999999999,6,6,6,11.9,Express,54,0
1191,2,62.03,15.507500000000002,4,4,4,8.15,Priority,292,1
1192,2,38.86,9.715,4,4,4,7.4,Priority,136,0
1193,2,47.41,11.8525,4,4,4,7.4,Priority,298,1
1195,5,137.29,12.48090909090909,11,11,11,13.7,Express,240,1
1196,3,45.82,7.636666666666667,6,6,6,9.0,Standard,319,1
1197,2,36.18,9.045,4,4,4,15.2,International,343,1
1198,3,37.64,6.273333333333333,6,6,6,12.0,Express,254,1
1199,1,19.759999999999998,9.879999999999999,2,2,2,5.9,Standard,878,1
1200,3,76.87,9.60875,8,8,8,14.375,International,114,0
1201,5,106.61,10.660999999999998,10,10,10,8.3,Standard,340,1
1202,1,15.27,15.27,1,1,1,8.9,Priority,98,0
1203,5,108.03999999999999,9.82181818181818,11,11,11,14.02727272727273,International,309,1
1204,3,74.87,12.478333333333332,6,6,6,17.2,International,227,1
1205,3,65.13,8.14125,8,8,8,24.5,International,455,1
1206,4,67.88,7.5422222222222235,9,9,9,21.700000000000003,International,56,0
1207,4,120.46000000000001,13.384444444444446,9,9,9,15.433333333333334,Express,720,1
1208,2,42.54,10.635,4,4,4,6.65,Standard,317,1
1209,5,72.69,8.076666666666666,9,9,9,14.166666666666666,Standard,368,1
1210,4,86.83,10.85375,8,8,8,8.9,Express,429,1
1211,3,50.28,12.57,4,4,4,16.7,International,340,1
1212,6,155.7,9.158823529411766,17,17,17,9.147058823529411,Standard,137,0
1213,3,52.07,10.414,5,5,5,10.1,Priority,342,1
1214,6,133.81,9.557857142857143,14,14,14,12.885714285714286,Priority,8,0
1215,6,132.78,9.484285714285715,14,14,14,14.0,Express,327,1
1216,8,123.13,8.208666666666668,15,15,15,15.139999999999999,International,184,1
1217,1,42.35,14.116666666666667,3,3,3,24.5,International,696,1
1218,3,75.27,12.545,6,6,6,15.1,Express,339,1
1219,3,73.38,10.482857142857142,7,7,7,13.357142857142858,Priority,165,0
1220,5,107.04,9.73090909090909,11,11,11,16.481818181818184,Express,159,0
1221,6,128.73,10.727500000000001,12,12,12,14.6,Express,109,0
1222,5,53.46,7.637142857142856,7,7,7,15.157142857142857,International,459,1
1223,3,70.83,11.805,6,6,6,14.100000000000001,Priority,119,0
1224,2,43.79,8.758000000000001,5,5,5,24.5,International,463,1
1225,2,23.02,7.673333333333332,3,3,3,8.9,Priority,41,0
1226,5,96.24,10.693333333333333,9,9,9,12.366666666666667,Priority,198,1
1228,9,174.92000000000002,8.745999999999999,20,20,20,15.559999999999999,Express,13,0
1229,2,32.010000000000005,10.670000000000002,3,3,3,20.3,International,589,1
1230,10,158.66,9.91625,17,17,17,17.723529411764705,International,107,0
1231,4,64.33,8.04125,8,8,8,6.65,Standard,310,1
1232,3,90.94,12.99142857142857,7,7,7,10.185714285714285,Express,179,0
1233,5,107.94000000000001,9.812727272727274,11,11,11,10.91818181818182,Standard,54,0
1234,4,105.28,9.57090909090909,11,11,11,13.427272727272726,Express,568,1
1235,3,65.25,10.875,6,6,6,7.900000000000001,Priority,411,1
1236,6,114.28999999999999,10.389999999999999,11,11,11,9.772727272727273,Standard,60,0
1237,1,47.18,11.795,4,4,4,24.5,International,679,1
1238,11,190.12,10.006315789473684,21,21,21,9.785714285714286,Express,332,1
1239,3,75.3,10.757142857142856,7,7,7,8.557142857142859,Standard,56,0
1240,2,31.66,10.553333333333333,3,3,3,11.9,Express,729,1
1241,1,12.42,4.14,3,3,3,24.5,International,340,1
1242,8,144.27,9.016874999999999,16,16,16,8.7125,Standard,157,0
1243,4,47.519999999999996,9.504,5,5,5,15.14,International,111,0
1244,1,33.07,16.535,2,2,2,5.9,Standard,481,1
1245,7,105.07,9.55181818181818,11,11,11,11.463636363636363,Standard,56,0
1246,6,151.38,10.812857142857142,14,14,14,14.728571428571428,International,9,0
1247,3,59.42,9.903333333333332,6,6,6,6.900000000000001,Standard,94,0
1248,1,11.54,5.77,2,2,2,24.5,International,19,0
1249,1,5.36,5.36,1,1,1,8.9,Priority,250,1
